Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T008728,FT-C00666,3/7/26 10:59,Card Purchase,128811.51,POS,POS Terminal,Kaduna,No,Successful,Yes
FT-T008729,FT-C01233,3/7/26 11:10,Card Purchase,27104.59,POS,ATM Terminal,Enugu,No,Successful,No
FT-T008730,FT-C01087,3/7/26 11:21,Card Purchase,347.53,Web,iOS,Lagos,No,Successful,No
FT-T008731,FT-C01081,3/7/26 11:31,Card Purchase,11990.01,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T008732,FT-C01457,3/7/26 11:42,Card Purchase,2216.29,ATM,POS Terminal,Lagos,Yes,Successful,No
FT-T008733,FT-C01332,3/7/26 11:53,Card Purchase,1738.65,Web,POS Terminal,Kano,No,Successful,No
FT-T008734,FT-C01490,3/7/26 12:04,Transfer,231304.05,ATM,Android,Enugu,No,Successful,No
FT-T008735,FT-C01131,3/7/26 12:15,Transfer,147422.89,Web,Web Browser,Enugu,No,Successful,No
FT-T008736,FT-C00600,3/7/26 12:25,Bill Payment,525.96,Web,Android,Kano,No,Pending,No
FT-T008737,FT-C01018,3/7/26 12:36,Transfer,1720.57,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T008738,FT-C01325,3/7/26 12:47,Transfer,66779.25,Mobile App,Android,Kano,No,Successful,Yes
FT-T008739,FT-C00620,3/7/26 12:58,Transfer,160225.2,Mobile App,Android,Kaduna,No,Successful,No
FT-T008740,FT-C01070,3/7/26 13:09,Card Purchase,29561.95,Web,Android,Kaduna,No,Successful,No
FT-T008741,FT-C00077,3/7/26 13:19,Card Purchase,8639.64,POS,Android,Kaduna,No,Successful,No
FT-T008742,FT-C00729,3/7/26 13:30,Card Purchase,163089.33,Mobile App,iOS,Lagos,No,Successful,No
FT-T008743,FT-C01193,3/7/26 13:41,Transfer,113325.43,Web,Android,Port Harcourt,No,Successful,No
FT-T008744,FT-C00814,3/7/26 13:52,Transfer,12059.9,ATM,iOS,Benin City,No,Successful,Yes
FT-T008745,FT-C01153,3/7/26 14:03,Transfer,26466.78,Mobile App,iOS,Abuja,No,Failed,Yes
FT-T008746,FT-C00708,3/7/26 14:13,Card Purchase,399.61,POS,Android,Benin City,No,Successful,No
FT-T008747,FT-C00268,3/7/26 14:24,Card Purchase,143648.78,Mobile App,Android,Abuja,No,Successful,No
FT-T008748,FT-C00765,3/7/26 14:35,Deposit,10765.33,USSD,iOS,Ibadan,No,Successful,No
FT-T008749,FT-C00585,3/7/26 14:46,Card Purchase,20650.05,Mobile App,ATM Terminal,Enugu,No,Failed,No
FT-T008750,FT-C00419,3/7/26 14:57,Cash Withdrawal,39747.21,Web,Web Browser,Lagos,No,Successful,No
FT-T008751,FT-C00870,3/7/26 15:07,Cash Withdrawal,1369.44,POS,Android,Ibadan,No,Successful,No
FT-T008752,FT-C01185,3/7/26 15:18,Card Purchase,1643.24,Web,iOS,Kaduna,No,Successful,No
FT-T008753,FT-C01082,3/7/26 15:29,Airtime/Data,5902.59,ATM,Web Browser,Abuja,No,Successful,No
FT-T008754,FT-C00384,3/7/26 15:40,Transfer,247573.7,Mobile App,Android,Kano,No,Successful,No
FT-T008755,FT-C00803,3/7/26 15:51,Transfer,99825.34,Mobile App,iOS,Kaduna,No,Successful,No
FT-T008756,FT-C00510,3/7/26 16:01,Transfer,25872.57,Web,Android,Port Harcourt,No,Successful,No
FT-T008757,FT-C00430,3/7/26 16:12,Deposit,4586.08,Mobile App,POS Terminal,Unkown,No,Successful,No
FT-T008758,FT-C01364,3/7/26 16:23,Airtime/Data,36382.92,Mobile App,Android,Abuja,No,Successful,No
FT-T008759,FT-C00578,3/7/26 16:34,Deposit,14075.9,POS,POS Terminal,Ibadan,No,Successful,No
FT-T008760,FT-C00940,3/7/26 16:45,Card Purchase,782.67,POS,Android,Kano,No,Successful,No
FT-T008761,FT-C01050,3/7/26 16:55,Airtime/Data,114.39,USSD,POS Terminal,Port Harcourt,No,Successful,No
FT-T008762,FT-C00589,3/7/26 17:06,Transfer,320587.33,ATM,iOS,Benin City,No,Successful,Yes
FT-T008763,FT-C00798,3/7/26 17:17,Cash Withdrawal,73349.04,Mobile App,Android,Kano,No,Successful,No
FT-T008764,FT-C00372,3/7/26 17:28,Airtime/Data,383.72,Mobile App,Android,Kaduna,No,Successful,No
FT-T008765,FT-C00928,3/7/26 17:39,Bill Payment,1059.75,POS,ATM Terminal,Abuja,No,Successful,No
FT-T008766,FT-C01060,3/7/26 17:49,Transfer,341586.22,Web,POS Terminal,Kaduna,No,Successful,Yes
FT-T008767,FT-C01291,3/7/26 18:00,Bill Payment,1790.76,Web,POS Terminal,Kano,No,Successful,No
FT-T008768,FT-C01456,3/7/26 18:11,Transfer,11578.27,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T008769,FT-C01043,3/7/26 18:22,Transfer,31884.49,Web,Android,Kano,No,Successful,No
FT-T008770,FT-C01363,3/7/26 18:33,Bill Payment,695.84,POS,iOS,Kaduna,No,Successful,Yes
FT-T008771,FT-C00140,3/7/26 18:43,Transfer,5206.06,ATM,ATM Terminal,Ibadan,No,Successful,No
FT-T008772,FT-C00067,3/7/26 18:54,Transfer,306698.69,USSD,Android,Kano,No,Successful,No
FT-T008773,FT-C01015,3/7/26 19:05,Cash Withdrawal,47796.01,Web,Web Browser,Port Harcourt,No,Successful,Yes
FT-T008774,FT-C01393,3/7/26 19:16,Cash Withdrawal,7619.51,Web,iOS,Abuja,No,Successful,No
FT-T008775,FT-C00261,3/7/26 19:27,Transfer,109127.2,Mobile App,ATM Terminal,Lagos,No,Successful,No
FT-T008776,FT-C00974,3/7/26 19:37,Transfer,148669.84,Mobile App,Android,Kano,No,Successful,No
FT-T008777,FT-C00627,3/7/26 19:48,Deposit,2702.88,POS,POS Terminal,Benin City,No,Successful,No
FT-T008778,FT-C00579,3/7/26 19:59,Transfer,27034.12,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T008779,FT-C01022,3/7/26 20:10,Cash Withdrawal,7576.27,POS,POS Terminal,Enugu,No,Successful,No
FT-T008780,FT-C01227,3/7/26 20:21,Airtime/Data,2333.5,USSD,iOS,Abuja,No,Successful,No
FT-T008781,FT-C00639,3/7/26 20:31,Card Purchase,6029.05,Mobile App,Android,Kano,No,Successful,No
FT-T008782,FT-C00410,3/7/26 20:42,Transfer,15395.31,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T008783,FT-C00833,3/7/26 20:53,Card Purchase,8456.13,Web,iOS,Benin City,Yes,Successful,No
FT-T008784,FT-C01104,3/7/26 21:04,Cash Withdrawal,1465.79,Mobile App,iOS,Ibadan,No,Successful,No
FT-T008785,FT-C00113,3/7/26 21:15,Bill Payment,1281.89,Mobile App,iOS,Abuja,No,Successful,No
FT-T008786,FT-C00623,3/7/26 21:25,Cash Withdrawal,22788.08,Web,Android,Port Harcourt,No,Failed,Yes
FT-T008787,FT-C00821,3/7/26 21:36,Transfer,291235.28,Web,Web Browser,Lagos,No,Failed,Yes
FT-T008788,FT-C01161,3/7/26 21:47,Transfer,80234.07,ATM,Android,Kano,No,Successful,Yes
FT-T008789,FT-C00840,3/7/26 21:58,Card Purchase,1380.73,POS,iOS,Abuja,No,Successful,No
FT-T008790,FT-C00189,3/7/26 22:09,Bill Payment,3398.55,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T008791,FT-C00277,3/7/26 22:19,Cash Withdrawal,6371.2,Mobile App,Android,Kano,No,Failed,Yes
FT-T008792,FT-C00103,3/7/26 22:30,Transfer,93822.91,Mobile App,Android,Lagos,Yes,Successful,No
FT-T008793,FT-C00107,3/7/26 22:41,Deposit,583438.8,Web,Android,Enugu,No,Failed,Yes
FT-T008794,FT-C00757,3/7/26 22:52,Cash Withdrawal,7116.1,POS,iOS,Kaduna,No,Successful,No
FT-T008795,FT-C00173,3/7/26 23:03,Deposit,1101.53,USSD,iOS,Kano,No,Pending,No
FT-T008796,FT-C00999,3/7/26 23:13,Card Purchase,120204.97,Mobile App,Android,Kaduna,Yes,Successful,No
FT-T008797,FT-C01355,3/7/26 23:24,Card Purchase,37128.12,Mobile App,Android,Lagos,No,Successful,No
FT-T008798,FT-C00722,3/7/26 23:35,Card Purchase,62386.06,Mobile App,iOS,Kaduna,No,Successful,No
FT-T008799,FT-C01215,3/7/26 23:46,Bill Payment,1510.6,Web,iOS,Abuja,No,Successful,No
FT-T008800,FT-C00831,3/7/26 23:57,Bill Payment,15298.43,POS,Web Browser,Enugu,No,Successful,No
FT-T008801,FT-C00225,3/8/26 0:07,Bill Payment,1715.69,POS,Web Browser,Kano,No,Successful,No
FT-T008802,FT-C01347,3/8/26 0:18,Transfer,541.12,POS,Android,Kaduna,No,Successful,Yes
FT-T008803,FT-C00134,3/8/26 0:29,Cash Withdrawal,2380.32,POS,Web Browser,Abuja,No,Successful,No
FT-T008804,FT-C01061,3/8/26 0:40,Card Purchase,109854.74,Web,Android,Kano,No,Successful,No
FT-T008805,FT-C00093,3/8/26 0:51,Deposit,4098.32,Mobile App,iOS,Kano,No,Successful,Yes
FT-T008806,FT-C00075,3/8/26 1:01,Transfer,26768.36,Mobile App,Android,Port Harcourt,No,Failed,Yes
FT-T008807,FT-C00756,3/8/26 1:12,Transfer,362006.04,ATM,Android,Ibadan,No,Successful,Yes
FT-T008808,FT-C00183,3/8/26 1:23,Transfer,836.69,Web,iOS,Kano,No,Successful,No
FT-T008809,FT-C00717,3/8/26 1:34,Transfer,121846.28,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T008810,FT-C00459,3/8/26 1:45,Transfer,29127.15,Mobile App,Android,Kano,No,Successful,Yes
FT-T008811,FT-C00627,3/8/26 1:55,Transfer,4512.02,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T008812,FT-C00409,3/8/26 2:06,Card Purchase,3083.72,Mobile App,iOS,Abuja,No,Successful,No
FT-T008813,FT-C00207,3/8/26 2:17,Transfer,601.55,POS,Android,Kaduna,No,Successful,No
FT-T008814,FT-C01269,3/8/26 2:28,Deposit,5344.12,ATM,POS Terminal,Lagos,No,Successful,No
FT-T008815,FT-C01357,3/8/26 2:39,Transfer,8908.36,Web,iOS,Abuja,No,Successful,No
FT-T008816,FT-C00673,3/8/26 2:49,Airtime/Data,8608.51,Mobile App,Android,Benin City,No,Successful,No
FT-T008817,FT-C01318,3/8/26 3:00,Deposit,6050.23,POS,iOS,Ibadan,No,Successful,Yes
FT-T008818,FT-C01013,3/8/26 3:11,Transfer,25902.8,Web,Android,Kano,No,Successful,No
FT-T008819,FT-C00748,3/8/26 3:22,Transfer,72535.94,ATM,ATM Terminal,Abuja,No,Successful,No
FT-T008820,FT-C00273,3/8/26 3:33,Transfer,57889.48,Mobile App,Android,Benin City,No,Failed,Yes
FT-T008821,FT-C00379,3/8/26 3:43,Cash Withdrawal,26030.57,POS,iOS,Lagos,No,Successful,No
FT-T008822,FT-C00626,3/8/26 3:54,Cash Withdrawal,24618.64,POS,Web Browser,Ibadan,No,Successful,No
FT-T008823,FT-C00664,3/8/26 4:05,Card Purchase,30252.01,POS,Android,Ibadan,No,Failed,No
FT-T008824,FT-C01050,3/8/26 4:16,Transfer,4899.52,Web,iOS,Kano,No,Pending,No
FT-T008825,FT-C00680,3/8/26 4:27,Card Purchase,5344.24,Mobile App,iOS,Ibadan,No,Successful,No
FT-T008826,FT-C00544,3/8/26 4:37,Card Purchase,144970.26,Mobile App,iOS,Lagos,No,Successful,Yes
FT-T008827,FT-C00733,3/8/26 4:48,Airtime/Data,6375.82,Mobile App,Android,Unkown,No,Successful,No
FT-T008828,FT-C00091,3/8/26 4:59,Card Purchase,8345.65,Mobile App,iOS,Abuja,No,Successful,No
FT-T008829,FT-C00476,3/8/26 5:10,Transfer,25553.13,Mobile App,Android,Ibadan,No,Successful,No
FT-T008830,FT-C00726,3/8/26 5:21,Transfer,1017.37,Mobile App,iOS,Benin City,No,Successful,No
FT-T008831,FT-C01212,3/8/26 5:31,Cash Withdrawal,26275.65,POS,iOS,Port Harcourt,No,Successful,No
FT-T008832,FT-C01219,3/8/26 5:42,Card Purchase,63247.29,Web,Android,Enugu,No,Successful,No
FT-T008833,FT-C00534,3/8/26 5:53,Transfer,17613.99,POS,Android,Abuja,No,Successful,No
FT-T008834,FT-C00698,3/8/26 6:04,Transfer,1665.59,Mobile App,Android,Lagos,No,Successful,No
FT-T008835,FT-C00880,3/8/26 6:15,Card Purchase,5276.14,Mobile App,Android,Kaduna,No,Successful,No
FT-T008836,FT-C00085,3/8/26 6:25,Cash Withdrawal,4641.78,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T008837,FT-C00592,3/8/26 6:36,Transfer,5777.39,POS,Android,Enugu,No,Successful,No
FT-T008838,FT-C00841,3/8/26 6:47,Bill Payment,1647.11,Mobile App,iOS,Enugu,No,Successful,No
FT-T008839,FT-C00077,3/8/26 6:58,Card Purchase,2539.67,Mobile App,iOS,Lagos,Yes,Successful,No
FT-T008840,FT-C00330,3/8/26 7:09,Card Purchase,57533.85,Mobile App,Android,Kano,No,Successful,No
FT-T008841,FT-C00383,3/8/26 7:19,Cash Withdrawal,65604.54,ATM,Android,Benin City,No,Successful,No
FT-T008842,FT-C01457,3/8/26 7:30,Card Purchase,6916.93,Web,Android,Ibadan,No,Successful,No
FT-T008843,FT-C00377,3/8/26 7:41,Cash Withdrawal,75230.24,Mobile App,Web Browser,Kano,No,Successful,No
FT-T008844,FT-C00341,3/8/26 7:52,Card Purchase,153953.26,Web,Android,Ibadan,No,Successful,No
FT-T008845,FT-C01201,3/8/26 8:03,Airtime/Data,1247.88,ATM,Android,Enugu,No,Successful,Yes
FT-T008846,FT-C01450,3/8/26 8:13,Card Purchase,158370.36,Mobile App,Android,Benin City,No,Successful,No
FT-T008847,FT-C00424,3/8/26 8:24,Card Purchase,1446.39,ATM,iOS,Benin City,No,Successful,Yes
FT-T008848,FT-C00174,3/8/26 8:35,Transfer,330298.2,Mobile App,ATM Terminal,Abuja,No,Successful,No
FT-T008849,FT-C00406,3/8/26 8:46,Transfer,178943.96,USSD,Android,Kano,No,Successful,Yes
FT-T008850,FT-C00082,3/8/26 8:57,Bill Payment,1436.07,POS,Android,Kano,No,Reversed,No
FT-T008851,FT-C00021,3/8/26 9:07,Transfer,5401.23,ATM,POS Terminal,Kano,No,Failed,Yes
FT-T008852,FT-C00691,3/8/26 9:18,Airtime/Data,8140.63,Mobile App,iOS,Kano,No,Successful,No
FT-T008853,FT-C01010,3/8/26 9:29,Transfer,1841.05,ATM,Android,Port Harcourt,No,Successful,No
FT-T008854,FT-C00398,3/8/26 9:40,Card Purchase,13127.84,POS,iOS,Port Harcourt,No,Successful,No
FT-T008855,FT-C00330,3/8/26 9:51,Bill Payment,8503.1,POS,Android,Kaduna,No,Successful,No
FT-T008856,FT-C00225,3/8/26 10:01,Deposit,6767.22,POS,Android,Benin City,No,Successful,No
FT-T008857,FT-C01426,3/8/26 10:12,Transfer,3862.06,Mobile App,Android,Enugu,No,Successful,No
FT-T008858,FT-C00781,3/8/26 10:23,Airtime/Data,2474.57,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T008859,FT-C00894,3/8/26 10:34,Airtime/Data,644.59,Web,Web Browser,Kaduna,No,Successful,No
FT-T008860,FT-C00438,3/8/26 10:45,Airtime/Data,306.55,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T008861,FT-C01296,3/8/26 10:55,Deposit,158592.01,Mobile App,Android,Ibadan,No,Successful,No
FT-T008862,FT-C01304,3/8/26 11:06,Deposit,45203.16,Web,iOS,Kaduna,No,Successful,No
FT-T008863,FT-C00223,3/8/26 11:17,Cash Withdrawal,11205.34,Mobile App,iOS,Kano,No,Successful,Yes
FT-T008864,FT-C00509,3/8/26 11:28,Deposit,3278.44,POS,iOS,Port Harcourt,No,Successful,No
FT-T008865,FT-C01366,3/8/26 11:39,Card Purchase,13438.74,POS,ATM Terminal,Enugu,No,Successful,Yes
FT-T008866,FT-C00617,3/8/26 11:49,Card Purchase,16729.6,Web,ATM Terminal,Port Harcourt,No,Successful,Yes
FT-T008867,FT-C01066,3/8/26 12:00,Cash Withdrawal,14139.21,POS,Unspecified,Kano,No,Successful,Yes
FT-T008868,FT-C01200,3/8/26 12:11,Airtime/Data,1013.94,ATM,ATM Terminal,Kaduna,No,Successful,No
FT-T008869,FT-C01269,3/8/26 12:22,Transfer,182400.98,ATM,Android,Kano,No,Successful,Yes
FT-T008870,FT-C01277,3/8/26 12:33,Deposit,101216.89,Mobile App,iOS,Ibadan,No,Successful,No
FT-T008871,FT-C01298,3/8/26 12:43,Transfer,5638.8,POS,Android,Benin City,No,Successful,Yes
FT-T008872,FT-C00959,3/8/26 12:54,Card Purchase,13329.57,ATM,ATM Terminal,Benin City,No,Successful,No
FT-T008873,FT-C01358,3/8/26 13:05,Transfer,2451.71,ATM,iOS,Benin City,No,Successful,No
FT-T008874,FT-C00604,3/8/26 13:16,Card Purchase,322.84,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T008875,FT-C01035,3/8/26 13:27,Airtime/Data,22130.58,Mobile App,iOS,Enugu,No,Successful,Yes
FT-T008876,FT-C00152,3/8/26 13:37,Card Purchase,56509.16,POS,Web Browser,Kano,No,Successful,No
FT-T008877,FT-C00189,3/8/26 13:48,Cash Withdrawal,34138.98,USSD,Android,Enugu,No,Successful,No
FT-T008878,FT-C00960,3/8/26 13:59,Transfer,124677.25,POS,Android,Lagos,No,Successful,Yes
FT-T008879,FT-C00676,3/8/26 14:10,Airtime/Data,12806.1,POS,iOS,Kano,No,Successful,No
FT-T008880,FT-C00638,3/8/26 14:21,Deposit,280229.15,Mobile App,iOS,Port Harcourt,Yes,Successful,Yes
FT-T008881,FT-C00211,3/8/26 14:31,Card Purchase,90126.9,Mobile App,iOS,Enugu,No,Successful,No
FT-T008882,FT-C01121,3/8/26 14:42,Card Purchase,56478.16,POS,Android,Lagos,No,Reversed,No
FT-T008883,FT-C00339,3/8/26 14:53,Card Purchase,69728.13,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T008884,FT-C00047,3/8/26 15:04,Card Purchase,7428.62,Mobile App,Android,Lagos,No,Successful,No
FT-T008885,FT-C00820,3/8/26 15:15,Transfer,61744.13,POS,Web Browser,Ibadan,No,Successful,No
FT-T008886,FT-C00975,3/8/26 15:25,Airtime/Data,793.27,Web,ATM Terminal,Enugu,No,Successful,Yes
FT-T008887,FT-C01081,3/8/26 15:36,Deposit,281841.28,Mobile App,Web Browser,Kano,No,Successful,No
FT-T008888,FT-C01099,3/8/26 15:47,Transfer,171970.9,Web,Web Browser,Benin City,No,Successful,No
FT-T008889,FT-C01278,3/8/26 15:58,Airtime/Data,150.84,POS,iOS,Lagos,No,Successful,No
FT-T008890,FT-C00837,3/8/26 16:09,Transfer,5298.47,POS,Android,Ibadan,No,Successful,Yes
FT-T008891,FT-C00952,3/8/26 16:19,Card Purchase,898.3,ATM,POS Terminal,Port Harcourt,No,Successful,No
FT-T008892,FT-C00598,3/8/26 16:30,Cash Withdrawal,2116.61,USSD,ATM Terminal,Lagos,No,Successful,No
FT-T008893,FT-C00170,3/8/26 16:41,Transfer,8407.44,Web,Unspecified,Benin City,No,Successful,No
FT-T008894,FT-C01170,3/8/26 16:52,Transfer,35263.51,Mobile App,Android,Enugu,No,Failed,No
FT-T008895,FT-C00839,3/8/26 17:03,Transfer,5181.07,Mobile App,Android,Kaduna,No,Reversed,No
FT-T008896,FT-C01057,3/8/26 17:13,Bill Payment,2573.26,Mobile App,Android,Kano,No,Successful,No
FT-T008897,FT-C00796,3/8/26 17:24,Airtime/Data,179.86,Mobile App,POS Terminal,Lagos,No,Successful,No
FT-T008898,FT-C01281,3/8/26 17:35,Cash Withdrawal,8283.59,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T008899,FT-C01150,3/8/26 17:46,Cash Withdrawal,13470.27,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T008900,FT-C00959,3/8/26 17:57,Card Purchase,3844.03,Web,Android,Lagos,No,Successful,No
FT-T008901,FT-C01137,3/8/26 18:07,Card Purchase,23254.04,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T008902,FT-C00815,3/8/26 18:18,Deposit,6604.47,Mobile App,iOS,Kaduna,No,Successful,No
FT-T008903,FT-C00342,3/8/26 18:29,Card Purchase,29268.2,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T008904,FT-C00048,3/8/26 18:40,Transfer,202714.41,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T008905,FT-C00364,3/8/26 18:51,Transfer,27902.12,Mobile App,iOS,Ibadan,No,Successful,No
FT-T008906,FT-C01422,3/8/26 19:02,Airtime/Data,1119.51,Mobile App,Android,Lagos,No,Successful,No
FT-T008907,FT-C01219,3/8/26 19:12,Transfer,1697.56,Web,iOS,Enugu,No,Failed,No
FT-T008908,FT-C00725,3/8/26 19:23,Airtime/Data,32853.65,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T008909,FT-C01345,3/8/26 19:34,Transfer,83202.01,Web,Web Browser,Ibadan,No,Successful,No
FT-T008910,FT-C00138,3/8/26 19:45,Cash Withdrawal,3898.98,POS,Android,Kaduna,No,Successful,No
FT-T008911,FT-C00355,3/8/26 19:56,Card Purchase,786.33,Mobile App,Android,Kano,No,Successful,No
FT-T008912,FT-C01094,3/8/26 20:06,Deposit,1381.31,Mobile App,iOS,Lagos,No,Successful,No
FT-T008913,FT-C00811,3/8/26 20:17,Card Purchase,1015.09,Web,Android,Port Harcourt,No,Successful,No
FT-T008914,FT-C00712,3/8/26 20:28,Transfer,72875.91,POS,iOS,Ibadan,No,Reversed,No
FT-T008915,FT-C00059,3/8/26 20:39,Transfer,36204.7,USSD,Android,Abuja,No,Successful,No
FT-T008916,FT-C00771,3/8/26 20:50,Card Purchase,146152.62,Mobile App,Android,Ibadan,No,Successful,No
FT-T008917,FT-C00389,3/8/26 21:00,Deposit,8242.12,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T008918,FT-C01375,3/8/26 21:11,Bill Payment,32282.02,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T008919,FT-C00846,3/8/26 21:22,Deposit,2201.49,Web,Android,Abuja,No,Successful,No
FT-T008920,FT-C00869,3/8/26 21:33,Transfer,22960.2,Web,iOS,Kaduna,No,Successful,Yes
FT-T008921,FT-C00339,3/8/26 21:44,Cash Withdrawal,13162.44,USSD,Android,Abuja,No,Successful,No
FT-T008922,FT-C00757,3/8/26 21:54,Airtime/Data,18292.59,POS,POS Terminal,Benin City,No,Reversed,Yes
FT-T008923,FT-C00596,3/8/26 22:05,Bill Payment,20576.91,Web,ATM Terminal,Benin City,No,Successful,No
FT-T008924,FT-C00436,3/8/26 22:16,Transfer,1875.1,Mobile App,Android,Enugu,No,Successful,No
FT-T008925,FT-C01474,3/8/26 22:27,Bill Payment,91815.85,Mobile App,POS Terminal,Abuja,No,Successful,No
FT-T008926,FT-C00377,3/8/26 22:38,Bill Payment,39178.48,Web,Android,Kano,No,Failed,No
FT-T008927,FT-C00391,3/8/26 22:48,Card Purchase,2899.6,ATM,Android,Port Harcourt,No,Successful,No
FT-T008928,FT-C00481,3/8/26 22:59,Transfer,137804.59,Web,Android,Lagos,No,Successful,No
FT-T008929,FT-C00821,3/8/26 23:10,Transfer,335672.76,Mobile App,ATM Terminal,Kano,No,Successful,No
FT-T008930,FT-C00114,3/8/26 23:21,Airtime/Data,25283.91,ATM,Android,Port Harcourt,No,Successful,No
FT-T008931,FT-C00774,3/8/26 23:32,Transfer,21986.15,Web,POS Terminal,Enugu,No,Successful,No
FT-T008932,FT-C00172,3/8/26 23:42,Card Purchase,12037.19,Mobile App,iOS,Ibadan,No,Successful,No
FT-T008933,FT-C00018,3/8/26 23:53,Deposit,2010.41,POS,Android,Enugu,No,Successful,No
FT-T008934,FT-C00235,3/9/26 0:04,Bill Payment,1196.64,Mobile App,Android,Abuja,No,Successful,No
FT-T008935,FT-C01334,3/9/26 0:15,Airtime/Data,44877.77,Web,iOS,Ibadan,No,Successful,No
FT-T008936,FT-C00723,3/9/26 0:26,Transfer,93997.62,USSD,Web Browser,Benin City,No,Successful,No
FT-T008937,FT-C00281,3/9/26 0:36,Bill Payment,572.35,ATM,iOS,Lagos,No,Successful,No
FT-T008938,FT-C00831,3/9/26 0:47,Transfer,20727.37,Mobile App,Android,Enugu,No,Successful,Yes
FT-T008939,FT-C01220,3/9/26 0:58,Transfer,5236.74,Web,iOS,Kano,No,Successful,No
FT-T008940,FT-C01139,3/9/26 1:09,Transfer,4161.55,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T008941,FT-C01421,3/9/26 1:20,Cash Withdrawal,21612.38,Mobile App,Android,Lagos,No,Successful,Yes
FT-T008942,FT-C00418,3/9/26 1:30,Bill Payment,2726.76,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T008943,FT-C00284,3/9/26 1:41,Card Purchase,1499.61,POS,POS Terminal,Benin City,Yes,Successful,No
FT-T008944,FT-C00585,3/9/26 1:52,Transfer,294785.16,Web,ATM Terminal,Port Harcourt,No,Successful,No
FT-T008945,FT-C01352,3/9/26 2:03,Cash Withdrawal,1246.16,ATM,iOS,Benin City,No,Reversed,No
FT-T008946,FT-C01365,3/9/26 2:14,Transfer,9716.84,Mobile App,Android,Ibadan,No,Successful,No
FT-T008947,FT-C00622,3/9/26 2:24,Transfer,16185.93,Mobile App,iOS,Kaduna,No,Successful,No
FT-T008948,FT-C00221,3/9/26 2:35,Card Purchase,5004.65,POS,Android,Benin City,No,Successful,No
FT-T008949,FT-C00009,3/9/26 2:46,Card Purchase,20093.92,Mobile App,Android,Abuja,No,Successful,No
FT-T008950,FT-C01106,3/9/26 2:57,Card Purchase,353.55,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T008951,FT-C00832,3/9/26 3:08,Cash Withdrawal,132486.97,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T008952,FT-C01318,3/9/26 3:18,Transfer,15021.67,Mobile App,Android,Benin City,No,Successful,No
FT-T008953,FT-C00375,3/9/26 3:29,Deposit,37606.08,ATM,Web Browser,Kano,No,Successful,Yes
FT-T008954,FT-C00534,3/9/26 3:40,Cash Withdrawal,12873.52,ATM,POS Terminal,Abuja,No,Successful,No
FT-T008955,FT-C01439,3/9/26 3:51,Transfer,10283.86,ATM,Android,Kaduna,No,Successful,No
FT-T008956,FT-C01123,3/9/26 4:02,Cash Withdrawal,2803.46,Web,ATM Terminal,Ibadan,No,Successful,No
FT-T008957,FT-C00702,3/9/26 4:12,Card Purchase,7558.02,Web,POS Terminal,Kaduna,No,Successful,No
FT-T008958,FT-C00832,3/9/26 4:23,Bill Payment,4661.25,Mobile App,Android,Abuja,No,Successful,No
FT-T008959,FT-C00777,3/9/26 4:34,Bill Payment,5972.1,POS,POS Terminal,Benin City,No,Successful,No
FT-T008960,FT-C01406,3/9/26 4:45,Airtime/Data,108.98,Web,Android,Port Harcourt,No,Successful,No
FT-T008961,FT-C00940,3/9/26 4:56,Airtime/Data,225.57,Mobile App,Android,Benin City,No,Successful,No
FT-T008962,FT-C00447,3/9/26 5:06,Card Purchase,39566.4,Mobile App,Android,Kaduna,No,Failed,Yes
FT-T008963,FT-C00680,3/9/26 5:17,Cash Withdrawal,10115.47,Web,Android,Benin City,No,Successful,Yes
FT-T008964,FT-C00344,3/9/26 5:28,Transfer,78288.41,Mobile App,iOS,Kano,No,Pending,Yes
FT-T008965,FT-C00425,3/9/26 5:39,Deposit,3067.81,POS,iOS,Benin City,No,Successful,No
